"project_id","deployment_id","placename","State","camera_name","image_id","filename","location","Longitude","Latitude","is_blank","identified_by","wi_taxon_id","class","order","family","genus","species","common_name","uncertainty","timestamp","Fecha","Hora","number_of_objects","age","sex","animal_recognizable","individual_id","individual_animal_notes","behavior","highlighted","markings","cv_confidence","license","bounding_boxes"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","138d584b-39b4-45e2-987b-faabde51035b","IMG_0032_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/138d584b-39b4-45e2-987b-faabde51035b.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","27fed912-e295-41bb-a629-45703c71eaff","Aves","Pelecaniformes","Threskiornithidae","Platalea","ajaja","Roseate Spoonbill","","01/09/2024 09:32","01/09/2024","09:32:00","1","","","","","","","true","","","CC-BY","{""{\""detectionBox\"":[0.4984955223880597,0.3,0.9154507462686569,0.589]}"",""{\""detectionBox\"":[0.3726567164179104,0.15700000000000003,0.43701611940298507,0.18121]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","b1217ac0-160f-4bab-a209-c82927012da2","IMG_0033_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/b1217ac0-160f-4bab-a209-c82927012da2.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","27fed912-e295-41bb-a629-45703c71eaff","Aves","Pelecaniformes","Threskiornithidae","Platalea","ajaja","Roseate Spoonbill","","01/09/2024 09:34","01/09/2024","09:34:00","1","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.571355223880597,0.1742,0.9546746268656716,0.4506999999999999]}"",""{\""detectionBox\"":[0.37125970149253734,0.1523,0.438423880597015,0.18197999999999998]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","107cd7ab-4e93-46aa-985d-b127720cca2b","IMG_0035_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/107cd7ab-4e93-46aa-985d-b127720cca2b.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","984f2b7c-95d9-42a5-92ca-25eb65111249","Aves","Pelecaniformes","Ardeidae","Egretta","tricolor","Tricolored Heron","","03/09/2024 12:30","03/09/2024","12:30:00","1","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.5363223880597016,0.2593,0.7517850746268657,0.36550000000000005]}"",""{\""detectionBox\"":[0.36986268656716415,0.1593,0.4216274626865671,0.18039000000000002]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","3ba29103-1a30-405a-98a9-35eaee31176a","IMG_0031_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/3ba29103-1a30-405a-98a9-35eaee31176a.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","739a105e-d883-4ff8-9282-7ec44018e6a0","Reptilia","","","","","Reptile","","31/08/2024 21:09","31/08/2024","21:09:00","1","","","","","","","true","","","CC-BY",""
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","a4c664b4-2b97-44bd-9e8e-17cce95a11e3","IMG_0042_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/a4c664b4-2b97-44bd-9e8e-17cce95a11e3.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","1744bcc8-f0f4-4c2d-9deb-094edd5f56a4","Aves","Pelecaniformes","Ardeidae","Ardea","alba","Great White Egret","","03/09/2024 14:41","03/09/2024","14:41:00","1","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.21028059701492535,0.15700000000000003,0.28303283582089556,0.18356000000000003]}"",""{\""detectionBox\"":[0.23274029850746267,0.017180000000000004,0.32228895522388057,0.033580000000000006]}"",""{\""detectionBox\"":[0.43283582089552236,0.11870000000000001,0.7517850746268657,0.3062000000000001]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","a4c664b4-2b97-44bd-9e8e-17cce95a11e3","IMG_0042_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/a4c664b4-2b97-44bd-9e8e-17cce95a11e3.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","bf385f1d-a46c-49d6-8447-e4051cfb0f1f","Aves","Pelecaniformes","Threskiornithidae","Eudocimus","albus","White Ibis","","03/09/2024 14:41","03/09/2024","14:41:00","2","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.21028059701492535,0.15700000000000003,0.28303283582089556,0.18356000000000003]}"",""{\""detectionBox\"":[0.23274029850746267,0.017180000000000004,0.32228895522388057,0.033580000000000006]}"",""{\""detectionBox\"":[0.43283582089552236,0.11870000000000001,0.7517850746268657,0.3062000000000001]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","59c9a237-2ef2-4463-a304-c3ac853eea7d","IMG_0034_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/59c9a237-2ef2-4463-a304-c3ac853eea7d.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","03/09/2024 09:35","03/09/2024","09:35:00","1","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.3978029850746268,0.3835,0.5278328358208955,0.4608399999999999]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","9d0a1d95-ae63-478a-a0a1-10252c1101a4","IMG_0044_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/9d0a1d95-ae63-478a-a0a1-10252c1101a4.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","984f2b7c-95d9-42a5-92ca-25eb65111249","Aves","Pelecaniformes","Ardeidae","Egretta","tricolor","Tricolored Heron","","04/09/2024 08:56","04/09/2024","08:56:00","1","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.43283582089552236,0.171,0.6678567164179104,0.22334]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","b2e4ffcf-b7c2-4fdb-a226-beb8f750e8f0","IMG_0045_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/b2e4ffcf-b7c2-4fdb-a226-beb8f750e8f0.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","984f2b7c-95d9-42a5-92ca-25eb65111249","Aves","Pelecaniformes","Ardeidae","Egretta","tricolor","Tricolored Heron","","04/09/2024 11:13","04/09/2024","11:13:00","1","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.4649671641791044,0.21560000000000004,0.6678567164179104,0.30388000000000004]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","59444448-7804-475d-a849-4c64cb955b63","IMG_0046_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/59444448-7804-475d-a849-4c64cb955b63.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:35","04/09/2024","12:35:00","5","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.20608955223880593,0.2914,0.23686686567164175,0.30311000000000005]}"",""{\""detectionBox\"":[0.18932537313432835,0.05781000000000001,0.2354913432835821,0.07343000000000002]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","350a0eae-dc79-4b98-b960-8aec54243946","IMG_0049_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/350a0eae-dc79-4b98-b960-8aec54243946.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:38","04/09/2024","12:38:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.1921194029850746,0.062490000000000004,0.2326973134328358,0.07342]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","3042e8e1-b522-4453-b14f-e835fa358587","IMG_0051_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/3042e8e1-b522-4453-b14f-e835fa358587.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:40","04/09/2024","12:40:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.2088835820895522,0.29530000000000006,0.2354591044776119,0.30623000000000006]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","cdc58e32-1973-437b-b972-1d4674ced061","IMG_0050_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/cdc58e32-1973-437b-b972-1d4674ced061.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:39","04/09/2024","12:39:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.20748656716417907,0.29530000000000006,0.23406208955223876,0.30623000000000006]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","74e337dd-5581-4fa0-b3d3-38747355a29f","IMG_0052_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/74e337dd-5581-4fa0-b3d3-38747355a29f.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:41","04/09/2024","12:41:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.2088835820895522,0.29530000000000006,0.23406208955223876,0.30623000000000006]}"",""{\""detectionBox\"":[0.19351641791044774,0.062490000000000004,0.23828537313432832,0.07342]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","b70d4f90-5cef-4f9e-bdbe-e63d6159172b","IMG_0053_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/b70d4f90-5cef-4f9e-bdbe-e63d6159172b.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:41","04/09/2024","12:41:00","6","","","","","","","false","","","CC-BY",""
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","c3e13123-3b94-4449-a43b-f4c5a8382be9","IMG_0047_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/c3e13123-3b94-4449-a43b-f4c5a8382be9.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:36","04/09/2024","12:36:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.20748656716417907,0.29530000000000006,0.23686686567164175,0.3038930000000001]}"",""{\""detectionBox\"":[0.1907223880597015,0.062490000000000004,0.23409432835820895,0.07342]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","8b90f608-8ad8-41df-b5cf-041f926a0dfc","IMG_0054_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/8b90f608-8ad8-41df-b5cf-041f926a0dfc.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:42","04/09/2024","12:42:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.20329552238805967,0.1226,0.22707701492537308,0.1351]}"",""{\""detectionBox\"":[0.19491343283582088,0.062490000000000004,0.2284955223880597,0.07264000000000001]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","d8953413-1ebe-4879-89bc-b48288ea85f2","IMG_0055_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/d8953413-1ebe-4879-89bc-b48288ea85f2.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:43","04/09/2024","12:43:00","6","","","","","","","false","","","CC-BY",""
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","ab96173a-802d-4df5-9083-8b68f52d9780","IMG_0056_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/ab96173a-802d-4df5-9083-8b68f52d9780.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:44","04/09/2024","12:44:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.19491343283582088,0.06328,0.2354913432835821,0.072655]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","44e7bbd3-3ffd-46dd-8e0c-5073cf3e143c","IMG_0057_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/44e7bbd3-3ffd-46dd-8e0c-5073cf3e143c.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:45","04/09/2024","12:45:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.20189850746268653,0.11240000000000001,0.22567999999999994,0.12568000000000001]}"",""{\""detectionBox\"":[0.2088835820895522,0.1289,0.22706626865671642,0.14218]}"",""{\""detectionBox\"":[0.20189850746268653,0.2601,0.23267582089552236,0.269475]}"",""{\""detectionBox\"":[0.19351641791044774,0.3164,0.22289671641791042,0.33046000000000003]}"",""{\""detectionBox\"":[0.19351641791044774,0.06171,0.23688835820895518,0.07421000000000001]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","88a666d7-a871-4d85-b896-d9a6e8866ae7","IMG_0048_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/88a666d7-a871-4d85-b896-d9a6e8866ae7.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:37","04/09/2024","12:37:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.18932537313432835,0.06171,0.24109014925373135,0.07342]}"",""{\""detectionBox\"":[0.19491343283582088,0.04062,0.2284955223880597,0.057800000000000004]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","7e3a1055-326d-4951-b7bc-50b0a83d5d4c","IMG_0058_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/7e3a1055-326d-4951-b7bc-50b0a83d5d4c.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:46","04/09/2024","12:46:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.19351641791044774,0.3164,0.21869492537313429,0.33046000000000003]}"",""{\""detectionBox\"":[0.20189850746268653,0.2601,0.23267582089552236,0.27025000000000005]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","901d7685-d735-4ca3-a47e-a982bc1b59d3","IMG_0059_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/901d7685-d735-4ca3-a47e-a982bc1b59d3.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:46","04/09/2024","12:46:00","6","","","","","","","false","","","CC-BY",""
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","b18f65c6-2bae-40cd-937e-4a68f5e72e7c","IMG_0061_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/b18f65c6-2bae-40cd-937e-4a68f5e72e7c.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:48","04/09/2024","12:48:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.19491343283582088,0.062490000000000004,0.2536740298507463,0.07342]}"",""{\""detectionBox\"":[0.19351641791044774,0.3125,0.22429373134328356,0.33125]}"",""{\""detectionBox\"":[0.20748656716417907,0.28350000000000003,0.23266507462686561,0.29756]}"",""{\""detectionBox\"":[0.20608955223880593,0.2617,0.23266507462686561,0.270293]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","0b35c226-b156-4479-9237-821f34070384","IMG_0060_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/0b35c226-b156-4479-9237-821f34070384.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:47","04/09/2024","12:47:00","7","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.18653134328358206,0.3164,0.22430447761194028,0.32733000000000007]}"",""{\""detectionBox\"":[0.19491343283582088,0.12030000000000002,0.22708776119402985,0.13905000000000003]}"",""{\""detectionBox\"":[0.20329552238805967,0.2601,0.23267582089552236,0.269475]}"",""{\""detectionBox\"":[0.1921194029850746,0.06171,0.2396931343283582,0.07264]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","caf2c5ce-a3a3-4a42-a30e-6009e790b39e","IMG_0062_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/caf2c5ce-a3a3-4a42-a30e-6009e790b39e.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:49","04/09/2024","12:49:00","6","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.20189850746268653,0.19370000000000004,0.22847402985074622,0.21088]}"",""{\""detectionBox\"":[0.19491343283582088,0.062490000000000004,0.23128955223880598,0.07264000000000001]}"",""{\""detectionBox\"":[0.20748656716417907,0.1367,0.23406208955223876,0.15232]}"",""{\""detectionBox\"":[0.20189850746268653,0.09843000000000002,0.2340728358208955,0.11327000000000001]}"",""{\""detectionBox\"":[0.20329552238805967,0.1617,0.22568,0.18357]}"",""{\""detectionBox\"":[0.20608955223880593,0.1601,0.22566925373134328,0.17416]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","d060020d-abe5-474e-8097-af8efb5fd90b","IMG_0063_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/d060020d-abe5-474e-8097-af8efb5fd90b.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:50","04/09/2024","12:50:00","4","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.1907223880597015,0.10230000000000002,0.2354913432835821,0.11245000000000002]}"",""{\""detectionBox\"":[0.20329552238805967,0.1445,0.22987104477611936,0.15621]}"",""{\""detectionBox\"":[0.19491343283582088,0.062490000000000004,0.22708776119402985,0.07342]}""}"
"2008653","Sampling 1","RBRL-KBN-01","Yucatan","W1","1ecc50bd-5e7a-4dd0-8e32-f46ab0e9b26d","IMG_0064_QV.JPG","gs://145625598251_2008653_706_manglaria__main/deployment/2356202/prod/directUpload/1ecc50bd-5e7a-4dd0-8e32-f46ab0e9b26d.JPG","-88.2105201","21.5700387","0","María Fernanda Olivares Martinez","b1352069-a39c-4a84-a949-60044271c0c1","Aves","","","","","Bird","","04/09/2024 12:51","04/09/2024","12:51:00","4","","","","","","","false","","","CC-BY","{""{\""detectionBox\"":[0.1907223880597015,0.1031,0.22570149253731342,0.11324999999999999]}"",""{\""detectionBox\"":[0.2005014925373134,0.14530000000000004,0.22988179104477607,0.15623000000000004]}""}"
